ID,VIDEO,LABEL
448,D0448.mp4,lý do
449,D0449.mp4,lớn hơn 1 (Toán học)
450,D0450.mp4,lớn hơn 2 (Toán học)
451,D0451.mp4,2 < 5 (Toán học)
453,D0453.mp4,nhộn nhịp (đông người)
452,D0452.mp4,tỉnh táo
454,D0454.mp4,áo kẻ sọc
458,D0458.mp4,thương mại
459,D0459.mp4,công nghiệp
461,D0461.mp4,công nghiệp
460,D0460.mp4,công nghiệp
462,D0462.mp4,dân tộc Chăm
457,D0457.mp4,khoáng sản
463,D0463.mp4,dân tộc Mường
456,D0456.mp4,thống nhất đất nước
455,D0455.mp4,đất nước bị chia cắt (Việt Nam)
464,D0464.mp4,dân tộc Khơ me
466,D0466.mp4,dân tộc Mông
465,D0465.mp4,dân tộc Thái
467,D0467.mp4,nhà rông
468,D0468.mp4,lãng phí
469,D0469.mp4,tiến bộ
471,D0471.mp4,cứu sống
473,D0473.mp4,cảng Hải Phòng
472,D0472.mp4,máy xúc
474,D0474.mp4,cảng Sài Gòn
475,D0475.mp4,kim cương
470,D0470.mp4,Lượm
476,D0476.mp4,phân biệt
477,D0477.mp4,không bình đẳng
479,D0479.mp4,khởi nghiệp
478,D0478.mp4,đùm bọc
480,D0480.mp4,vải lụa
481,D0481.mp4,vải lụa
482,D0482.mp4,vải lụa
483,D0483.mp4,lượt đi
484,D0484.mp4,lượt về (trong thể thao)
485,D0485.mp4,rau diếp cá
486,D0486.mp4,rau ngò/rau mùi
488,D0488.mp4,thâm quầng mắt
489,D0489.mp4,tự hào
491,D0491.mp4,chia rẽ
492,D0492.mp4,tự trọng
493,D0493.mp4,gian dối
494,D0494.mp4,ăn bám
487,D0487.mp4,thao thức
490,D0490.mp4,quyên góp
495,D0495.mp4,tuyên truyền
496,D0496.mp4,thịnh vượng
497,D0497.mp4,lấm lem
498,D0498.mp4,ham chơi
499,D0499.mp4,ham chơi
500,D0500.mp4,ham chơi
502,D0502.mp4,cánh buồm
503,D0503.mp4,cầu Thê Húc (Hồ Gươm)
504,D0504.mp4,da trắng
505,D0505.mp4,da trắng
507,D0507.mp4,da ngăm (nước da ngăm đen)
506,D0506.mp4,da trắng
508,D0508.mp4,da ngăm (nước da ngăm đen)
509,D0509.mp4,da ngăm (nước da ngăm đen)
510,D0510.mp4,tuần trăng mật
512,D0512.mp4,Hoãn
511,D0511.mp4,năm tới
513,D0513.mp4,huỷ
514,D0514.mp4,phụ thuộc
515,D0515.mp4,thuộc địa
517,D0517.mp4,đau mắt
516,D0516.mp4,tẩy chay
518,D0518.mp4,đau bụng
501,D0501.mp4,đánh cầu lông
519,D0519.mp4,đau tay
520,D0520.mp4,đau chân
523,D0523.mp4,phẫu thuật chân
521,D0521.mp4,đau tai
524,D0524.mp4,phẫu thuật mắt
522,D0522.mp4,phẫu thuật tay
525,D0525.mp4,phẫu thuật mũi
529,D0529.mp4,hội chứng Đao - Down
526,D0526.mp4,phẫu thuật cổ
527,D0527.mp4,phẫu thuật bụng
528,D0528.mp4,bệnh phong/cùi
532,D0532.mp4,mệt không?
533,D0533.mp4,đói không?
531,D0531.mp4,mệt mỏi
534,D0534.mp4,cả ngày
536,D0536.mp4,nướng
535,D0535.mp4,chiên/rán (1)(2)
537,D0537.mp4,luộc
538,D0538.mp4,xào
539,D0539.mp4,lẩu
540,D0540.mp4,gỏi/nộm
530,D0530.mp4,bệnh Đao - Down
541,D0541.mp4,nhà kho
542,D0542.mp4,hấp
543,D0543.mp4,thối
544,D0544.mp4,thiu
545,D0545.mp4,nguội
546,D0546.mp4,ngán
547,D0547.mp4,tôm hùm
548,D0548.mp4,cua đồng
549,D0549.mp4,con hàu
551,D0551.mp4,vịt quay
550,D0550.mp4,hải sản
552,D0552.mp4,gà nướng lu
553,D0553.mp4,bánh hamburger
555,D0555.mp4,bánh canh
554,D0554.mp4,bánh sandwich
556,D0556.mp4,miến
557,D0557.mp4,"nước ép (cam, cà chua,..)"
558,D0558.mp4,nước ép trái cây
560,D0560.mp4,nước ép trái cây
559,D0559.mp4,nước ép trái cây
562,D0562.mp4,vắt chanh
561,D0561.mp4,"sinh tố (bơ, dâu,..)"
563,D0563.mp4,mía
564,D0564.mp4,chanh đá
567,D0567.mp4,trà đá
566,D0566.mp4,chanh muối
565,D0565.mp4,chanh nóng
568,D0568.mp4,trà nóng
569,D0569.mp4,trà sữa
570,D0570.mp4,Socola
571,D0571.mp4,Cocacola
572,D0572.mp4,7up
573,D0573.mp4,một tiết học
575,D0575.mp4,một tiếng
574,D0574.mp4,một tiếng
577,D0577.mp4,chung tay
576,D0576.mp4,một tiếng
578,D0578.mp4,rửa chân
579,D0579.mp4,rửa mặt
580,D0580.mp4,đánh răng
582,D0582.mp4,tuần này
581,D0581.mp4,tuần này
583,D0583.mp4,tuần này
584,D0584.mp4,tuần sau
586,D0586.mp4,tuần sau
588,D0588.mp4,tuần trước
585,D0585.mp4,tuần sau
587,D0587.mp4,tuần trước
589,D0589.mp4,tuần trước
590,D0590.mp4,cuối tuần
591,D0591.mp4,cuối tháng
592,D0592.mp4,cuối năm
593,D0593.mp4,mục tiêu
594,D0594.mp4,sinh đôi
595,D0595.mp4,sinh đôi
596,D0596.mp4,sinh đôi
597,D0597.mp4,đôi/cặp
598,D0598.mp4,Đảng
599,D0599.mp4,mô tả
601,D0601.mp4,tóc dài
600,D0600.mp4,mũm mĩm
602,D0602.mp4,tóc ngắn
603,D0603.mp4,tóc ngắn
604,D0604.mp4,tóc ngắn
606,D0606.mp4,tổng kết/bế giảng
605,D0605.mp4,tổng kết/bế giảng
607,D0607.mp4,tổng kết/bế giảng
609,D0609.mp4,tay chân sạch sẽ
612,D0612.mp4,nhắm mắt
610,D0610.mp4,tay chân sạch sẽ
613,D0613.mp4,sờ
614,D0614.mp4,cây nến
608,D0608.mp4,lốc xoáy
616,D0616.mp4,đùa
615,D0615.mp4,dịu dàng
618,D0618.mp4,đùa
617,D0617.mp4,đùa
619,D0619.mp4,làm được
620,D0620.mp4,dòng sông chảy
621,D0621.mp4,ăn đủ
622,D0622.mp4,ăn vừa
623,D0623.mp4,ăn ít
624,D0624.mp4,đồ uống
626,D0626.mp4,trang điểm
625,D0625.mp4,đồ ăn
627,D0627.mp4,đau mắt đỏ
628,D0628.mp4,cái vợt cá
630,D0630.mp4,con vượn
629,D0629.mp4,vợt cầu lông
631,D0631.mp4,thắp đèn
632,D0632.mp4,góp tiền
634,D0634.mp4,họp nhóm
633,D0633.mp4,họp nhóm
636,D0636.mp4,nhút nhát
639,D0639.mp4,nước mắm
635,D0635.mp4,họp nhóm
640,D0640.mp4,thoăn thoắt
641,D0641.mp4,nghênh nghênh (đầu)
611,D0611.mp4,tay chân sạch sẽ
642,D0642.mp4,đua đòi
643,D0643.mp4,bình sữa (em bé)
644,D0644.mp4,đòi
638,D0638.mp4,muối
637,D0637.mp4,luộc rau
645,D0645.mp4,đòi hỏi
648,D0648.mp4,trẻ con/con nít
647,D0647.mp4,trẻ con/con nít
646,D0646.mp4,trẻ con/con nít
649,D0649.mp4,duy nhất
650,D0650.mp4,cạnh tranh
651,D0651.mp4,hoa hậu
652,D0652.mp4,cái neo
653,D0653.mp4,phóng viên
654,D0654.mp4,nhà văn hóa
655,D0655.mp4,nhà văn hóa
656,D0656.mp4,nhà văn hóa
657,D0657.mp4,chùa Yên Tử
658,D0658.mp4,chõ xôi
660,D0660.mp4,khu vực cách ly
661,D0661.mp4,phong toả
662,D0662.mp4,thung lũng
663,D0663.mp4,địa hình
664,D0664.mp4,Kim Đồng
665,D0665.mp4,Thánh Gióng
666,D0666.mp4,hoa giấy
667,D0667.mp4,hoa dâm bụt
668,D0668.mp4,kết luận
670,D0670.mp4,nhà vệ sinh
669,D0669.mp4,internet
671,D0671.mp4,đi vệ sinh
673,D0673.mp4,a
674,D0674.mp4,ă
659,D0659.mp4,cây cọ
675,D0675.mp4,ă
677,D0677.mp4,â
676,D0676.mp4,ă
678,D0678.mp4,â
679,D0679.mp4,â
672,D0672.mp4,hoa mai
682,D0682.mp4,d
680,D0680.mp4,b
681,D0681.mp4,c
684,D0684.mp4,e
683,D0683.mp4,đ
685,D0685.mp4,ê
687,D0687.mp4,ê
686,D0686.mp4,ê
688,D0688.mp4,g
691,D0691.mp4,h
692,D0692.mp4,h
693,D0693.mp4,i
694,D0694.mp4,k
689,D0689.mp4,g
695,D0695.mp4,l
696,D0696.mp4,m
697,D0697.mp4,n
698,D0698.mp4,o
699,D0699.mp4,ô
700,D0700.mp4,ô
690,D0690.mp4,h
701,D0701.mp4,ô
702,D0702.mp4,ơ
703,D0703.mp4,p
704,D0704.mp4,p
705,D0705.mp4,p
707,D0707.mp4,r
706,D0706.mp4,q
708,D0708.mp4,s
709,D0709.mp4,t
710,D0710.mp4,t
711,D0711.mp4,t
712,D0712.mp4,u
713,D0713.mp4,ư
714,D0714.mp4,v
716,D0716.mp4,x
715,D0715.mp4,x
717,D0717.mp4,x
718,D0718.mp4,y
719,D0719.mp4,z
720,D0720.mp4,f
721,D0721.mp4,j
722,D0722.mp4,w
723,D0723.mp4,dấu huyền
724,D0724.mp4,dấu huyền
725,D0725.mp4,dấu huyền
726,D0726.mp4,dấu sắc
728,D0728.mp4,dấu sắc
729,D0729.mp4,dấu hỏi
727,D0727.mp4,dấu sắc
730,D0730.mp4,dấu hỏi
731,D0731.mp4,dấu hỏi
732,D0732.mp4,dấu ngã
733,D0733.mp4,dấu ngã
735,D0735.mp4,dấu nặng
736,D0736.mp4,0 (số không)
734,D0734.mp4,dấu ngã
737,D0737.mp4,1
740,D0740.mp4,4
738,D0738.mp4,2
739,D0739.mp4,3
741,D0741.mp4,5
744,D0744.mp4,6
745,D0745.mp4,7
743,D0743.mp4,6
742,D0742.mp4,6
746,D0746.mp4,8
747,D0747.mp4,9
748,D0748.mp4,10
749,D0749.mp4,11
751,D0751.mp4,11
750,D0750.mp4,11
752,D0752.mp4,12
753,D0753.mp4,12
754,D0754.mp4,12
755,D0755.mp4,23
756,D0756.mp4,23
757,D0757.mp4,23
759,D0759.mp4,33
760,D0760.mp4,40
758,D0758.mp4,33
762,D0762.mp4,90
761,D0761.mp4,80
763,D0763.mp4,100
765,D0765.mp4,5000 (năm nghìn)
764,D0764.mp4,1000 (một nghìn)
766,D0766.mp4,5000 (năm nghìn)
767,D0767.mp4,10 000 (mười nghìn)
769,D0769.mp4,10 000 (mười nghìn)
768,D0768.mp4,10 000 (mười nghìn)
770,D0770.mp4,1 000 000 (một triệu)
772,D0772.mp4,1 000 000 (một triệu)
771,D0771.mp4,1 000 000 (một triệu)
774,D0774.mp4,1 000 000 000 (một tỉ)
773,D0773.mp4,1 000 000 000 (một tỉ)
776,D0776.mp4,ăn cóc
775,D0775.mp4,1 000 000 000 (một tỉ)
777,D0777.mp4,ác
778,D0778.mp4,ác cảm
780,D0780.mp4,ác mộng
779,D0779.mp4,ác độc
781,D0781.mp4,ai
782,D0782.mp4,ai
783,D0783.mp4,ai
784,D0784.mp4,An Giang
786,D0786.mp4,Anh (nước Anh)
785,D0785.mp4,an ninh
787,D0787.mp4,Anh (nước Anh)
788,D0788.mp4,Anh (nước Anh)
789,D0789.mp4,anh chị
792,D0792.mp4,anh dũng
